English_title,Year,Dir_or_prod,Studio,Award_mains,Mains_cat,Award_fest,Fest_cat,Production_country,Director,Film_Studio
Seabiscuit,2003-01-01 00:00:00,"Kathleen Kennedy, Frank Marshall, and Gary Ross",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Million Dollar Baby,2004-01-01 00:00:00,"Clint Eastwood, Albert S. Ruddy, and Tom Rosenberg",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Aviator,2004-01-01 00:00:00,Michael Mann and Graham King,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Finding Neverland,2004-01-01 00:00:00,Richard N. Gladstein and Nellie Bellflower,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Ray,2004-01-01 00:00:00,"Taylor Hackford, Stuart Benjamin, and Howard Baldwin",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Sideways,2004-01-01 00:00:00,Michael London,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Crash,2005-01-01 00:00:00,Paul Haggis and Cathy Schulman,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Brokeback Mountain,2005-01-01 00:00:00,Diana Ossana and James Schamus,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Capote,2005-01-01 00:00:00,"Caroline Baron, William Vince, and Michael Ohoven",,1,Oscar - Best Film - Winner or Nominee,0,,,,
"Good Night, and Good Luck",2005-01-01 00:00:00,Grant Heslov,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Munich,2005-01-01 00:00:00,"Steven Spielberg, Kathleen Kennedy, and Barry Mendel",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Departed,2006-01-01 00:00:00,Graham King,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Babel,2006-01-01 00:00:00,"Alejandro González Iñárritu, Steve Golin, and Jon Kilik",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Letters from Iwo Jima,2006-01-01 00:00:00,"Clint Eastwood, Steven Spielberg, and Robert Lorenz",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Little Miss Sunshine,2006-01-01 00:00:00,"David T. Friendly, Peter Saraf, and Marc Turtletaub",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Queen,2006-01-01 00:00:00,"Andy Harries, Christine Langan, and Tracey Seaward",,1,Oscar - Best Film - Winner or Nominee,0,,,,
No Country for Old Men,2007-01-01 00:00:00,"Scott Rudin, Joel Coen, and Ethan Coen",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Atonement,2007-01-01 00:00:00,"Tim Bevan, Eric Fellner, and Paul Webster",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Juno,2007-01-01 00:00:00,"Lianne Halfon, Mason Novick, and Russell Smith",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Michael Clayton,2007-01-01 00:00:00,"Jennifer Fox, Kerry Orent, and Sydney Pollack",,1,Oscar - Best Film - Winner or Nominee,0,,,,
There Will Be Blood,2007-01-01 00:00:00,"Paul Thomas Anderson, Daniel Lupi, and JoAnne Sellar",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Slumdog Millionaire,2008-01-01 00:00:00,Christian Colson,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Curious Case of Benjamin Button,2008-01-01 00:00:00,"Kathleen Kennedy, Frank Marshall, and Ceán Chaffin",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Frost/Nixon,2008-01-01 00:00:00,"Ron Howard, Brian Grazer, and Eric Fellner",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Milk,2008-01-01 00:00:00,Bruce Cohen and Dan Jinks,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Reader,2008-01-01 00:00:00,"Anthony Minghella, Sydney Pollack, Donna Gigliotti, and Redmond Morris",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Hurt Locker,2009-01-01 00:00:00,"Kathryn Bigelow, Mark Boal, Nicolas Chartier, and Greg Shapiro",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Avatar,2009-01-01 00:00:00,James Cameron and Jon Landau,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Blind Side,2009-01-01 00:00:00,"Gil Netter, Andrew A. Kosove, and Broderick Johnson",,1,Oscar - Best Film - Winner or Nominee,0,,,,
District 9,2009-01-01 00:00:00,Peter Jackson and Carolynne Cunningham,,1,Oscar - Best Film - Winner or Nominee,0,,,,
An Education,2009-01-01 00:00:00,Finola Dwyer and Amanda Posey,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Inglourious Basterds,2009-01-01 00:00:00,Lawrence Bender,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Precious: Based on the Novel 'Push' by Sapphire,2009-01-01 00:00:00,"Lee Daniels, Sarah Siegel-Magness, and Gary Magness",,1,Oscar - Best Film - Winner or Nominee,0,,,,
A Serious Man,2009-01-01 00:00:00,Joel Coen and Ethan Coen,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Up,2009-01-01 00:00:00,Jonas Rivera,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Up in the Air,2009-01-01 00:00:00,"Daniel Dubiecki, Ivan Reitman, and Jason Reitman",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The King's Speech,2010-01-01 00:00:00,"Iain Canning, Emile Sherman, and Gareth Unwin",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Black Swan,2010-01-01 00:00:00,"Scott Franklin, Mike Medavoy, and Brian Oliver",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Fighter,2010-01-01 00:00:00,"David Hoberman, Todd Lieberman, and Mark Wahlberg",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Inception,2010-01-01 00:00:00,Christopher Nolan and Emma Thomas,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Kids Are All Right,2010-01-01 00:00:00,"Gary Gilbert, Jeffrey Levy-Hinte, and Celine Rattray",,1,Oscar - Best Film - Winner or Nominee,0,,,,
127 Hours,2010-01-01 00:00:00,"Danny Boyle, John Smithson, and Christian Colson",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Social Network,2010-01-01 00:00:00,"Dana Brunetti, Ceán Chaffin, Michael De Luca, and Scott Rudin",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Toy Story 3,2010-01-01 00:00:00,Darla K. Anderson,,1,Oscar - Best Film - Winner or Nominee,0,,,,
True Grit,2010-01-01 00:00:00,"Joel Coen, Ethan Coen, and Scott Rudin",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Winter's Bone,2010-01-01 00:00:00,Alix Madigan and Anne Rosellini,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Artist,2011-01-01 00:00:00,Thomas Langmann,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Descendants,2011-01-01 00:00:00,"Jim Burke, Alexander Payne, and Jim Taylor",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Extremely Loud & Incredibly Close,2011-01-01 00:00:00,Scott Rudin,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Help,2011-01-01 00:00:00,"Brunson Green, Chris Columbus, and Michael Barnathan",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Hugo,2011-01-01 00:00:00,Graham King and Martin Scorsese,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Midnight in Paris,2011-01-01 00:00:00,Letty Aronson and Stephen Tenenbaum,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Moneyball,2011-01-01 00:00:00,"Michael De Luca, Rachael Horovitz, and Brad Pitt",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Tree of Life,2011-01-01 00:00:00,"Sarah Green, Bill Pohlad, Dede Gardner, and Grant Hill",,1,Oscar - Best Film - Winner or Nominee,0,,,,
War Horse,2011-01-01 00:00:00,Steven Spielberg and Kathleen Kennedy,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Argo,2012-01-01 00:00:00,"Grant Heslov, Ben Affleck, and George Clooney",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Amour,2012-01-01 00:00:00,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka, and Michael Katz",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Beasts of the Southern Wild,2012-01-01 00:00:00,"Dan Janvey, Josh Penn, and Michael Gottwald",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Django Unchained,2012-01-01 00:00:00,"Stacey Sher, Reginald Hudlin, and Pilar Savone",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Life of Pi,2012-01-01 00:00:00,"Gil Netter, Ang Lee, and David Womark",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Lincoln,2012-01-01 00:00:00,Steven Spielberg and Kathleen Kennedy,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Les Misérables,2012-01-01 00:00:00,"Tim Bevan, Eric Fellner, Debra Hayward, and Cameron Mackintosh",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Silver Linings Playbook,2012-01-01 00:00:00,"Donna Gigliotti, Bruce Cohen, and Jonathan Gordon",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Zero Dark Thirty,2012-01-01 00:00:00,"Mark Boal, Kathryn Bigelow, and Megan Ellison",,1,Oscar - Best Film - Winner or Nominee,0,,,,
12 Years a Slave,2013-01-01 00:00:00,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen, and Anthony Katagas",,1,Oscar - Best Film - Winner or Nominee,0,,,,
American Hustle,2013-01-01 00:00:00,"Charles Roven, Richard Suckle, Megan Ellison, and Jonathan Gordon",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Captain Phillips,2013-01-01 00:00:00,"Scott Rudin, Dana Brunetti, and Michael De Luca",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Dallas Buyers Club,2013-01-01 00:00:00,Robbie Brenner and Rachel Winter,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Gravity,2013-01-01 00:00:00,Alfonso Cuarón and David Heyman,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Her,2013-01-01 00:00:00,"Megan Ellison, Spike Jonze, and Vincent Landay",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Nebraska,2013-01-01 00:00:00,Albert Berger and Ron Yerxa,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Philomena,2013-01-01 00:00:00,"Gabrielle Tana, Steve Coogan, and Tracey Seaward",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Wolf of Wall Street,2013-01-01 00:00:00,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland, and Emma Tillinger Koskoff",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Birdman or (The Unexpected Virtue of Ignorance),2014-01-01 00:00:00,"Alejandro G. Iñárritu, John Lesher, and James W. Skotchdopole",,1,Oscar - Best Film - Winner or Nominee,0,,,,
American Sniper,2014-01-01 00:00:00,"Clint Eastwood, Andrew Lazar, Robert Lorenz, Bradley Cooper, and Peter Morgan",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Boyhood,2014-01-01 00:00:00,Richard Linklater and Cathleen Sutherland,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Grand Budapest Hotel,2014-01-01 00:00:00,"Wes Anderson, Scott Rudin, Steven Rales, and Jeremy Dawson",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Imitation Game,2014-01-01 00:00:00,"Nora Grossman, Ido Ostrowsky, and Teddy Schwarzman",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Selma,2014-01-01 00:00:00,"Christian Colson, Oprah Winfrey, Dede Gardner, and Jeremy Kleiner",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Theory of Everything,2014-01-01 00:00:00,"Tim Bevan, Eric Fellner, Lisa Bruce, and Anthony McCarten",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Whiplash,2014-01-01 00:00:00,"Jason Blum, Helen Estabrook, and David Lancaster",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Spotlight,2015-01-01 00:00:00,"Blye Pagon Faust, Steve Golin, Nicole Rocklin, and Michael Sugar",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Big Short,2015-01-01 00:00:00,"Dede Gardner, Jeremy Kleiner, and Brad Pitt",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Bridge of Spies,2015-01-01 00:00:00,"Steven Spielberg, Marc Platt, and Kristie Macosko Krieger",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Brooklyn,2015-01-01 00:00:00,Finola Dwyer and Amanda Posey,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Mad Max: Fury Road,2015-01-01 00:00:00,Doug Mitchell and George Miller,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Martian,2015-01-01 00:00:00,"Simon Kinberg, Ridley Scott, Michael Schaefer, and Mark Huffam",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Revenant,2015-01-01 00:00:00,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent, and Keith Redmon",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Room,2015-01-01 00:00:00,Ed Guiney,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Moonlight,2016-01-01 00:00:00,"Adele Romanski, Dede Gardner, and Jeremy Kleiner",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Arrival,2016-01-01 00:00:00,"Shawn Levy, Dan Levine, Aaron Ryder, and David Linde",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Fences,2016-01-01 00:00:00,"Scott Rudin, Denzel Washington, and Todd Black",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Hacksaw Ridge,2016-01-01 00:00:00,Bill Mechanic and David Permut,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Hell or High Water,2016-01-01 00:00:00,Carla Hacken and Julie Yorn,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Hidden Figures,2016-01-01 00:00:00,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams, and Theodore Melfi",,1,Oscar - Best Film - Winner or Nominee,0,,,,
La La Land,2016-01-01 00:00:00,"Fred Berger, Jordan Horowitz, and Marc Platt",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Lion,2016-01-01 00:00:00,"Emile Sherman, Iain Canning, and Angie Fielder",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Manchester by the Sea,2016-01-01 00:00:00,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck, and Kevin J. Walsh",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Shape of Water,2017-01-01 00:00:00,Guillermo del Toro and J. Miles Dale,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Call Me by Your Name,2017-01-01 00:00:00,"Peter Spears, Luca Guadagnino, Emilie Georges, and Marco Morabito",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Darkest Hour,2017-01-01 00:00:00,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten, and Douglas Urbanski",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Dunkirk,2017-01-01 00:00:00,Emma Thomas and Christopher Nolan,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Get Out,2017-01-01 00:00:00,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr., and Jordan Peele",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Lady Bird,2017-01-01 00:00:00,"Scott Rudin, Eli Bush, and Evelyn O'Neill",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Phantom Thread,2017-01-01 00:00:00,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison, and Daniel Lupi",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Post,2017-01-01 00:00:00,"Amy Pascal, Steven Spielberg, and Kristie Macosko Krieger",,1,Oscar - Best Film - Winner or Nominee,0,,,,
"Three Billboards Outside Ebbing, Missouri",2017-01-01 00:00:00,"Graham Broadbent, Pete Czernin, and Martin McDonagh",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Green Book,2018-01-01 00:00:00,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly, and Nick Vallelonga",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Black Panther,2018-01-01 00:00:00,Kevin Feige,,1,Oscar - Best Film - Winner or Nominee,0,,,,
BlacKkKlansman,2018-01-01 00:00:00,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele, and Spike Lee",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Bohemian Rhapsody,2018-01-01 00:00:00,Graham King,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Favourite,2018-01-01 00:00:00,"Ceci Dempsey, Ed Guiney, Lee Magiday, and Yorgos Lanthimos",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Roma,2018-01-01 00:00:00,Gabriela Rodríguez and Alfonso Cuarón,,1,Oscar - Best Film - Winner or Nominee,0,,,,
A Star Is Born,2018-01-01 00:00:00,"Bill Gerber, Bradley Cooper, and Lynette Howell Taylor",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Vice,2018-01-01 00:00:00,"Dede Gardner, Jeremy Kleiner, Adam McKay, and Kevin Messick",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Parasite,2019-01-01 00:00:00,Kwak Sin-ae and Bong Joon-ho,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Ford v Ferrari,2019-01-01 00:00:00,"Peter Chernin, Jenno Topping, and James Mangold",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Irishman,2019-01-01 00:00:00,"Martin Scorsese, Robert De Niro, Jane Rosenthal, and Emma Tillinger Koskoff",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Jojo Rabbit,2019-01-01 00:00:00,"Carthew Neal, Taika Waititi, and Chelsea Winstanley",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Joker,2019-01-01 00:00:00,"Todd Phillips, Bradley Cooper, and Emma Tillinger Koskoff",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Little Women,2019-01-01 00:00:00,Amy Pascal,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Marriage Story,2019-01-01 00:00:00,Noah Baumbach and David Heyman,,1,Oscar - Best Film - Winner or Nominee,0,,,,
1917,2019-01-01 00:00:00,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren, and Callum McDougall",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Once Upon a Time in Hollywood,2019-01-01 00:00:00,"David Heyman, Shannon McIntosh, and Quentin Tarantino",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Nomadland,2020-01-01 00:00:00,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey, and Chloé Zhao",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Father,2020-01-01 00:00:00,"David Parfitt, Jean-Louis Livi, and Philippe Carcassonne",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Judas and the Black Messiah,2020-01-01 00:00:00,"Shaka King, Charles D. King, and Ryan Coogler",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Mank,2020-01-01 00:00:00,"Ceán Chaffin, Eric Roth, and Douglas Urbanski",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Minari,2020-01-01 00:00:00,Christina Oh,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Promising Young Woman,2020-01-01 00:00:00,"Ben Browning, Ashley Fox, Emerald Fennell, and Josey McNamara",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Sound of Metal,2020-01-01 00:00:00,Bert Hamelinck and Sacha Ben Harroche,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Trial of the Chicago 7,2020-01-01 00:00:00,Marc Platt and Stuart M. Besser,,1,Oscar - Best Film - Winner or Nominee,0,,,,
CODA,2021-01-01 00:00:00,"Philippe Rousselet, Fabrice Gianfermi, and Patrick Wachsberger",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Belfast,2021-01-01 00:00:00,"Laura Berwick, Kenneth Branagh, Becca Kovacik, and Tamar Thomas",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Don't Look Up,2021-01-01 00:00:00,Adam McKay and Kevin Messick,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Drive My Car,2021-01-01 00:00:00,Teruhisa Yamamoto,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Dune,2021-01-01 00:00:00,"Mary Parent, Denis Villeneuve, and Cale Boyter",,1,Oscar - Best Film - Winner or Nominee,0,,,,
King Richard,2021-01-01 00:00:00,"Tim White, Trevor White, and Will Smith",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Licorice Pizza,2021-01-01 00:00:00,"Sara Murphy, Adam Somner, and Paul Thomas Anderson",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Nightmare Alley,2021-01-01 00:00:00,"Guillermo del Toro, J. Miles Dale, and Bradley Cooper",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Power of the Dog,2021-01-01 00:00:00,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning, and Roger Frappier",,1,Oscar - Best Film - Winner or Nominee,0,,,,
West Side Story,2021-01-01 00:00:00,Steven Spielberg and Kristie Macosko Krieger,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Everything Everywhere All at Once,2022-01-01 00:00:00,"Daniel Kwan, Daniel Scheinert and Jonathan Wang",,1,Oscar - Best Film - Winner or Nominee,0,,,,
All Quiet on the Western Front,2022-01-01 00:00:00,Malte Grunert,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Avatar: The Way of Water,2022-01-01 00:00:00,James Cameron and Jon Landau,,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Banshees of Inisherin,2022-01-01 00:00:00,"Graham Broadbent, Pete Czernin, and Martin McDonagh",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Elvis,2022-01-01 00:00:00,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Fabelmans,2022-01-01 00:00:00,"Kristie Macosko Krieger, Steven Spielberg, Tony Kushner",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Tár,2022-01-01 00:00:00,"Todd Field, Alexandra Milchan, and Scott Lambert",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Top Gun: Maverick,2022-01-01 00:00:00,"Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer",,1,Oscar - Best Film - Winner or Nominee,0,,,,
Triangle of Sadness,2022-01-01 00:00:00,Erik Hemmendorff and Philippe Bober,,1,Oscar - Best Film - Winner or Nominee,0,,,,
Women Talking,2022-01-01 00:00:00,"Dede Gardner, Jeremy Kleiner, and Frances McDormand",,1,Oscar - Best Film - Winner or Nominee,0,,,,
The Old Gun,1976-01-01 00:00:00,Robert Enrico,,1,César - Best Director - Winner or Nominee,0,,,Robert Enrico,
Call me Savage,1976-01-01 00:00:00,Jean-Paul Rappeneau,,1,César - Best Director - Winner or Nominee,0,,,Jean-Paul Rappeneau,
The Story of Adele H.,1976-01-01 00:00:00,François Truffaut,,1,César - Best Director - Winner or Nominee,0,,,François Truffaut,
Mr. Klein,1977-01-01 00:00:00,Joseph Losey,,1,César - Best Director - Winner or Nominee,0,,,Joseph Losey,
The Best Way to Walk,1977-01-01 00:00:00,Claude Miller,,1,César - Best Director - Winner or Nominee,0,,,Claude Miller,
The Judge and the Assassin,1977-01-01 00:00:00,Bertrand Tavernier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Tavernier,
Barocco,1977-01-01 00:00:00,André Téchiné,,1,César - Best Director - Winner or Nominee,0,,,André Téchiné,
Providence,1978-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
That Obscure Object of Desire,1978-01-01 00:00:00,Luis Buñuel,,1,César - Best Director - Winner or Nominee,0,,,Luis Buñuel,
This Sweet Sickness,1978-01-01 00:00:00,Claude Miller,,1,César - Best Director - Winner or Nominee,0,,,Claude Miller,
Drummer-Crab,1978-01-01 00:00:00,Pierre Schoendoerffer,,1,César - Best Director - Winner or Nominee,0,,,Pierre Schoendoerffer,
Other People's Money,1979-01-01 00:00:00,Christian de Chalonge,,1,César - Best Director - Winner or Nominee,0,,,Christian de Chalonge,
Dossier 51,1979-01-01 00:00:00,Michel Deville,,1,César - Best Director - Winner or Nominee,0,,,Michel Deville,
Molière,1979-01-01 00:00:00,Ariane Mnouchkine,,1,César - Best Director - Winner or Nominee,0,,,Ariane Mnouchkine,
A Simple Story,1979-01-01 00:00:00,Claude Sautet,,1,César - Best Director - Winner or Nominee,0,,,Claude Sautet,
Tess,1980-01-01 00:00:00,Roman Polanski (nominated for the Academy Award),,1,César - Best Director - Winner or Nominee,0,,,Roman Polanski (nominated for the Academy Award),
Womanlight,1980-01-01 00:00:00,Costa Gavras,,1,César - Best Director - Winner or Nominee,0,,,Costa Gavras,
Don Giovanni,1980-01-01 00:00:00,Joseph Losey,,1,César - Best Director - Winner or Nominee,0,,,Joseph Losey,
The Hussy,1980-01-01 00:00:00,Jacques Doillon,,1,César - Best Director - Winner or Nominee,0,,,Jacques Doillon,
The Last Metro,1981-01-01 00:00:00,François Truffaut,,1,César - Best Director - Winner or Nominee,0,,,François Truffaut,
Slow Motion (a.k.a. Every Man for Himself),1981-01-01 00:00:00,Jean-Luc Godard,,1,César - Best Director - Winner or Nominee,0,,,Jean-Luc Godard,
My American Uncle,1981-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
A Bad Son,1981-01-01 00:00:00,Claude Sautet,,1,César - Best Director - Winner or Nominee,0,,,Claude Sautet,
Quest for Fire,1982-01-01 00:00:00,Jean-Jacques Annaud,,1,César - Best Director - Winner or Nominee,0,,,Jean-Jacques Annaud,
Strange Affair,1982-01-01 00:00:00,Pierre Granier-Deferre,,1,César - Best Director - Winner or Nominee,0,,,Pierre Granier-Deferre,
Under Suspicion,1982-01-01 00:00:00,Claude Miller,,1,César - Best Director - Winner or Nominee,0,,,Claude Miller,
Clean Up (a.k.a. Clean Slate),1982-01-01 00:00:00,Bertrand Tavernier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Tavernier,
Danton,1983-01-01 00:00:00,Andrzej Wajda,,1,César - Best Director - Winner or Nominee,0,,,Andrzej Wajda,
A Room in Town,1983-01-01 00:00:00,Jacques Demy,,1,César - Best Director - Winner or Nominee,0,,,Jacques Demy,
Passion,1983-01-01 00:00:00,Jean-Luc Godard,,1,César - Best Director - Winner or Nominee,0,,,Jean-Luc Godard,
The Balance,1983-01-01 00:00:00,Bob Swaim,,1,César - Best Director - Winner or Nominee,0,,,Bob Swaim,
The Ball,1984-01-01 00:00:00,Ettore Scola,,1,César - Best Director - Winner or Nominee,0,,,Ettore Scola,
"So Long, Stooge",1984-01-01 00:00:00,Claude Berri,,1,César - Best Director - Winner or Nominee,0,,,Claude Berri,
One Deadly Summer,1984-01-01 00:00:00,Jean Becker,,1,César - Best Director - Winner or Nominee,0,,,Jean Becker,
To Our Loves,1984-01-01 00:00:00,Maurice Pialat,,1,César - Best Director - Winner or Nominee,0,,,Maurice Pialat,
"Finally, Sunday",1984-01-01 00:00:00,François Truffaut,,1,César - Best Director - Winner or Nominee,0,,,François Truffaut,
My New Partner,1985-01-01 00:00:00,Claude Zidi,,1,César - Best Director - Winner or Nominee,0,,,Claude Zidi,
Love Unto Death,1985-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
Full Moon in Paris,1985-01-01 00:00:00,Éric Rohmer,,1,César - Best Director - Winner or Nominee,0,,,Éric Rohmer,
Carmen,1985-01-01 00:00:00,Francesco Rosi,,1,César - Best Director - Winner or Nominee,0,,,Francesco Rosi,
